system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day,num_ships_near_point,closest_ship_distance_km,avg_ship_speed,Towing,Dredging_or_underwater_ops,Other_Special_category,Cargo,Pleasure_craft_yachts,Passenger,Tug,Tanker,Fishing,Search_and_rescue_vessel,Cargo_hazardous_A,Unknown_0,Cargo_hazardous_B,Sailing,Cargo_unspecified,Port_tender,Unknown_38,Law_enforcement_vessel,High_speed_craft_HSC,Cargo_hazardous_C,Spare_local_use,Unknown_12,Military_operations,Tanker_hazardous_types_A_to_D,Anti_pollution_equipment,Tanker_hazardous_types_A_to_D.1,Pilot_vessel,Cargo_hazardous_D,Unknown_66,Tanker_unspecified,Undefined_Unknown,Wing_in_ground_WIG_hovercraft_hydrofoils,Unknown_87,Tanker_hazardous_types_A_to_D.2,Unknown_94,Unknown_95,Unknown_49,Towing_length_gt_200m_or_width_gt_25m,Passenger_hazardous_cargo,Unknown_255,Tanker_hazardous_types_A_to_D.3,Unknown_77,Unknown_96,Unknown_2,Unknown_18,Noncombatant_ship_military_support,Unknown_97,Unknown_10,Unknown_39
201_1_192,-33.0027124906841,1.0377190640332554,-31.80312825940959,34.43429183959961,2019-12-21,266.5364799499512,39.39199763548393,-76.21323492350629,1,0,ASC,1877086.3333333333,103415.87239583331,272.4410711924235,1.81297418559249e-08,-0.6837257941563925,-0.2397515376408895,-109.32344788195408,0.7245424496852896,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",-2.28,1.08,-4.73,0.89,0.0,5.08,9,6.0298113598372405,8.8125,36.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_250,-31.07937450122855,1.0842933832736212,-28.663252013395045,34.66511917114258,2019-12-21,270.9146537780762,37.71258471480023,-75.77961592134223,1,0,ASC,2112140.333333333,103493.49739583331,275.82323265075684,1.81297418559249e-08,-0.8336891730626425,-2.736496329307556,-163.05634447398617,2.8606729623631573,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",4.62,5.55,3.33,2.85,0.0,5.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_265,-32.013645753001214,1.2529919877775617,-25.54976094442869,31.947240829467773,2019-12-21,269.0255750020345,38.18102449592077,-76.354758736145,1,0,ASC,2042939.5833333333,103478.08072916669,275.2887274424235,1.81297418559249e-08,-1.4910378058751423,-1.1016086339950562,-126.45773214488013,1.85384339172472,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",2.33,3.78,0.78,1.21,0.0,5.32,1,6.369163032317433,9.766666666666667,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_290,-27.93337785232849,1.1638854622933288,-24.00010890873089,33.33843994140625,2019-12-21,268.6092338562012,38.73392230176207,-76.24842717678327,1,0,ASC,1848322.5,103554.7890625,274.56664085388184,1.81297418559249e-08,-1.126393437385559,-0.6572320063908895,-120.26285704950077,1.3041150585779806,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",0.54,2.97,-1.57,0.79,0.0,5.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_332,-33.26191688996332,1.385154249908646,-24.013150082134903,35.34413146972656,2019-12-21,266.86208216349286,39.38555439127583,-76.04693847405206,1,0,ASC,1773844.25,103369.49739583331,271.9842027028401,1.81297418559249e-08,-0.5849098761876425,-0.3130547602971394,-118.156526791142,0.6634175504209567,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",-2.28,1.08,-4.73,0.89,0.0,5.08,9,1.3525443337650933,8.888260869565217,171.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_353,-25.6254877268372,0.7524675504410353,-34.05527283112424,37.72603988647461,2019-12-21,270.9735730489095,38.09823983370037,-75.31005489957126,1,0,ASC,1837837.9166666667,103504.62239583331,274.9608465830485,1.81297418559249e-08,0.1264548699061075,-1.7612969477971394,175.89341282037685,1.7658306182764218,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}",5.84,6.83,4.41,2.49,0.0,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_355,-27.75548173612339,1.1763533955304994,-23.59450981446482,33.947059631347656,2019-12-21,271.24831263224286,37.5492397986249,-75.86663133426741,1,0,ASC,2061317.25,103483.20572916669,276.6878973642985,1.81297418559249e-08,-1.3677671353022258,-3.467026114463806,-158.47040341616034,3.727070835761893,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",4.62,5.55,3.33,2.85,0.0,5.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_376,-37.65954867701489,1.686316899184146,-22.33242677887821,36.98567581176758,2019-12-21,271.61916224161786,37.91178868352463,-75.40746553928166,1,0,ASC,1962319.5833333333,103506.4140625,275.2626043955485,1.81297418559249e-08,0.0101015170415242,-2.4918267329533896,179.76773219620267,2.491847207937859,"{""type"":""Point"",""coordinates"":[-75.40746553928166,37.91178868352463]}",1.76,4.24,-0.26,1.53,0.0,5.72,1,1.0246254210541257,6.726666666666666,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_398,-27.892025081636618,0.9724531803093666,-28.6821264472222,32.05815505981445,2019-12-21,273.3666394551595,36.94709711009913,-76.04567074652736,1,0,ASC,2160387.0,103456.08072916669,277.7938543955485,1.81297418559249e-08,-1.3693947394688923,-2.8951673905054727,-154.68616508577324,3.202692019462899,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",3.55,5.99,1.75,2.18,0.0,5.78,54,0.0102610302298026,2.937129732298432,531.0,,2109.0,245.0,540.0,594.0,,35.0,18.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_430,-23.857753220491634,1.0042597949471523,-23.756555166830225,32.15880584716797,2019-12-21,269.6471570332845,37.93494008897799,-76.26374325371324,1,0,ASC,2085620.6666666667,103433.08072916669,275.3697821299235,1.81297418559249e-08,-1.2819923957188923,-1.313746492067973,-135.70087363681793,1.835601903491596,"{""type"":""Point"",""coordinates"":[-76.26374325371324,37.93494008897799]}",2.33,3.78,0.78,1.21,0.0,6.41,3,1.1615134206603213,7.571698113207545,11.0,,9.0,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_438,-27.06314131885741,1.199361773910557,-22.56461887276696,33.37480163574219,2019-12-21,266.1397514343262,39.38341433265008,-76.39936747439695,1,0,ASC,1727978.75,102967.49739583331,272.01732444763184,1.81297418559249e-08,-0.6196592251459757,-0.1197360754013061,-100.93641774369097,0.631121448741063,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",-2.28,1.08,-4.73,0.89,0.0,5.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201_1_497,-40.0559919010028,1.6610544826802132,-24.1147971476348,30.633968353271484,2019-12-21,265.28200403849286,39.472392966361205,-76.88276342017048,1,0,ASC,1682619.4166666667,101236.95572916669,271.5506089528401,1.81297418559249e-08,-0.4500628709793091,0.2999009688695271,-56.32235647299699,0.5408300832636987,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",-3.0,0.7,-5.32,1.3,0.0,5.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_7,-33.29981005372773,1.3350096860046894,-24.943496966965647,41.851688385009766,2019-12-26,277.95638211568195,37.07854447316908,-76.33926388459538,1,0,ASC,2431705.25,102222.85579427084,278.4609724680583,7.028339413276778e-06,-0.5163666407267252,0.4996374050776164,-45.94333087659199,0.7185207333181813,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}",7.38,12.56,4.85,1.37,0.13,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_11,-30.267869053621133,1.3171926322517566,-22.97907558280056,45.00503540039063,2019-12-26,274.09749539693195,39.68334252710496,-76.19965432641052,1,0,ASC,2161270.75,101137.56412760416,275.9762719472249,5.3354211123253975e-08,-0.764026959737142,0.0619746446609497,-85.36256132158357,0.7665363995180081,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",2.23,6.16,0.06,1.01,0.0,7.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_31,-28.45969642799756,1.0855545090287333,-26.216736415623195,39.41834259033203,2019-12-26,277.60058784484863,37.32722945812118,-76.8763935436474,1,0,ASC,2767886.083333333,102088.81412760416,279.7623233795166,5.3354211123253975e-08,-0.1748952865600586,0.7669713894526163,-12.84571564746604,0.786659693577726,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",7.23,14.96,3.35,0.4,0.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_133,-28.54304940485977,1.1317528748006966,-25.220213741349006,45.15541458129883,2019-12-26,274.7574888865153,39.15744350954389,-76.0593068740037,1,0,ASC,1896761.5,102108.8974609375,275.8409366607666,5.792410249227942e-07,-1.446583112080892,-0.0901249647140502,-93.56503159111064,1.4493878740428134,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",3.53,8.16,1.31,1.34,0.0,7.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_139,-29.1263510248433,1.1024121635836686,-26.42056391155986,44.487403869628906,2019-12-26,275.27522977193195,39.03327481911461,-76.18847968650985,1,0,ASC,1962706.6666666667,102279.73079427084,276.1845239003499,1.561947972324636e-05,-1.4691254297892251,0.147139032681783,-84.28066137120142,1.4764753378881432,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",3.53,8.16,1.31,1.34,0.0,7.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_174,-25.09338816755488,1.0568749661691357,-23.74300553121351,44.07235336303711,2019-12-26,276.58227729797363,38.44010665176987,-76.15474780086846,1,0,ASC,2141019.583333333,102287.7724609375,277.2410831451416,1.773668637620555e-05,-0.9443044662475586,0.5793086290359497,-58.4718612041514,1.1078399761024145,"{""type"":""Point"",""coordinates"":[-76.15474780086846,38.44010665176987]}",5.5,10.22,2.97,1.06,0.0,8.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_187,-30.16151533316571,1.2885215903577414,-23.407846293667266,41.552879333496094,2019-12-26,278.04199409484863,37.63261430195355,-76.51771839296354,1,0,ASC,2635092.083333333,102102.73079427084,279.6264184315999,1.0405561402156611e-06,-0.4230031967163086,0.8862340847651163,-25.515336259895303,0.9820094487486764,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}",6.41,9.52,4.17,1.23,0.08,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_192,-33.884196142070245,1.3756070898628836,-24.632176143732814,44.68903732299805,2019-12-26,274.47656440734863,39.39199763548393,-76.21323492350629,1,0,ASC,2201807.25,102157.43912760416,276.0314477284749,5.3354211123253975e-08,-1.194935162862142,-0.4069788058598836,-108.80815062409752,1.2623398083968953,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",2.23,6.16,0.06,1.01,0.0,7.77,11,5.855060646378337,7.303125,36.0,,,6.0,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_239,-29.33492570539596,1.267413084896842,-23.145512741635933,44.56221008300781,2019-12-26,277.1949888865153,37.95935169625495,-75.94619901488262,1,0,ASC,2075043.5833333333,102350.48079427084,277.8440291086833,2.534248740223196e-05,-0.6993093490600586,0.327070673306783,-64.93425989263321,0.7720160561932344,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",6.02,7.96,4.42,1.2,0.01,9.99,1,0.4536855569336385,7.416216216216216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_250,-26.898809928519626,1.037291671285154,-25.93177085399067,45.10042190551758,2019-12-26,278.3336607615153,37.71258471480023,-75.77961592134223,1,0,ASC,2084805.25,102249.18912760416,279.0334008534749,2.075168799109406e-05,-0.7196747461954752,0.079390009244283,-83.7049413301919,0.724040409009973,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",7.1,8.51,5.4,2.13,0.68,9.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_265,-36.65032569541816,1.1561543150166431,-31.70020231675609,42.885520935058594,2019-12-26,277.16504096984863,38.18102449592077,-76.354758736145,1,0,ASC,2440656.1666666665,102200.35579427084,278.0431664784749,7.240060078572696e-06,-0.877918561299642,0.6944209337234497,-51.65651087886626,1.1193575985661512,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",6.02,7.96,4.42,1.2,0.01,8.43,1,6.459723254479184,7.65,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_290,-30.95663902444536,1.2896086890615257,-24.00467621459121,43.93924331665039,2019-12-26,275.40706570943195,38.73392230176207,-76.24842717678327,1,0,ASC,1970648.8333333333,102286.0224609375,276.1359399159749,1.4441046225499576e-05,-1.112110455830892,0.3407018582026164,-72.96723330625316,1.1631282913553045,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",5.5,10.22,2.97,1.06,0.0,8.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_332,-32.56351656184816,1.049606006454329,-31.02451430499228,45.41818237304688,2019-12-26,274.4425474802653,39.38555439127583,-76.04693847405206,1,0,ASC,2002362.9166666667,102116.35579427084,275.6679223378499,5.3354211123253975e-08,-1.2437836329142251,-0.3724735975265503,-106.67128407333014,1.298358312007775,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",2.23,6.16,0.06,1.01,0.0,7.77,11,1.3519928461066648,7.198176291793314,181.0,,,43.0,27.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_355,-29.493570205790512,1.236477145689629,-23.852903637245035,44.5521240234375,2019-12-26,278.58545112609863,37.5492397986249,-75.86663133426741,1,0,ASC,2063941.3333333333,102246.31412760416,279.5646508534749,3.4526569751373394e-05,-0.8483978907267252,0.0473668972651163,-86.80443723745363,0.8497191323879206,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",7.1,8.51,5.4,2.13,0.68,9.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_365,-30.30913360401305,1.1717150182138631,-25.86732535887065,41.436805725097656,2019-12-26,277.96167182922363,37.2410421049897,-76.45859039341433,1,0,ASC,2542209.0,102190.7724609375,278.9556827545166,5.669850217771e-06,-0.4392792383829753,0.6564977566401163,-33.7874805956784,0.7899085730309757,"{""type"":""Point"",""coordinates"":[-76.45859039341433,37.2410421049897]}",7.38,12.56,4.85,1.37,0.13,10.0,12,0.7888765245017593,0.1030895983522141,,,1003.0,,1182.0,275.0,,,2679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_384,-30.39440451338116,1.2071936128870118,-25.17773801063504,40.717193603515625,2019-12-26,277.67236518859863,37.8070165520791,-76.72082444657929,1,0,ASC,2786559.25,102048.93912760416,279.5967960357666,5.3354211123253975e-08,-0.2298879623413086,0.6925491889317831,-18.363307223605613,0.7297073758154767,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}",6.46,13.39,2.95,0.32,0.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_396,-36.50712944855661,1.4920572654475373,-24.46764631222544,41.30276107788086,2019-12-26,277.84188016255695,37.66804204662815,-76.5763059713333,1,0,ASC,2723162.833333333,102102.93912760416,279.6368350982666,1.7318438239044553e-07,-0.2733856836954753,0.7594437201817831,-19.79793759711869,0.8071520898648463,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}",7.23,14.96,3.35,0.4,0.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_398,-45.68356731707436,1.8182121514984075,-25.1255428468158,43.13849258422852,2019-12-26,279.3329283396403,36.94709711009913,-76.04567074652736,1,0,ASC,2255187.9166666665,102251.98079427084,279.8885440826416,2.043876360602325e-05,-0.3811534245808919,-0.1654016574223836,-113.4584490512692,0.4154944540518118,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",7.38,12.56,4.85,1.37,0.13,10.14,31,0.1515318867708465,1.91332190713618,161.0,,2918.0,143.0,665.0,21.0,,36.0,17.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_399,-28.13250596264657,1.151509112351069,-24.430988570474817,40.35025787353516,2019-12-26,278.0956236521403,37.158555875725824,-76.65732967341695,1,0,ASC,2730993.25,102108.31412760416,279.6657250722249,2.837013279114824e-07,-0.2204071680704752,0.6728958686192831,-18.13621839141484,0.7080735623801713,"{""type"":""Point"",""coordinates"":[-76.65732967341697,37.158555875725824]}",7.78,16.01,3.52,0.63,0.0,10.0,5,1.0664406854441135,1.9696875,132.0,,467.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_430,-37.70215838690567,1.2152070512782276,-31.02529593393017,43.068626403808594,2019-12-26,277.87825711568195,37.93494008897799,-76.26374325371324,1,0,ASC,2446266.583333333,102159.48079427084,278.9567406972249,3.389598006720007e-07,-0.635914166768392,0.7540726264317831,-40.14114493087874,0.9864138854611008,"{""type"":""Point"",""coordinates"":[-76.26374325371324,37.93494008897799]}",6.02,7.96,4.42,1.2,0.01,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_438,-28.215540151879672,1.1713117795662331,-24.08883838112565,43.84563064575195,2019-12-26,274.72094917297363,39.38341433265008,-76.39936747439695,1,0,ASC,2143648.0,101718.85579427084,276.4691104888916,5.3354211123253975e-08,-1.102222760518392,-0.275468389193217,-104.03197225409988,1.1361240457139747,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",2.23,6.16,0.06,1.01,0.0,7.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_440,-35.211310668432,1.4326484157218833,-24.577775176395747,41.402587890625,2019-12-26,277.86922391255695,37.64830399387009,-76.5517764640962,1,0,ASC,2636336.4166666665,102035.2724609375,279.7684268951416,3.172289405976396e-07,-0.3189586003621419,0.8409459988276163,-20.771008829381653,0.8994024470108772,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}",6.41,9.52,4.17,1.23,0.08,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_456,-27.498088658414176,1.195942781692054,-22.992812933332058,41.97455978393555,2019-12-26,276.80355008443195,38.41584522565482,-76.59718250472905,1,0,ASC,2497508.6666666665,101930.31412760416,278.1060733795166,2.631875979375309e-06,-0.726551373799642,0.6127558946609497,-49.85652448851916,0.95044551932864,"{""type"":""Point"",""coordinates"":[-76.59718250472905,38.41584522565482]}",5.21,11.61,1.71,0.55,0.0,8.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_480,-36.46486135069608,1.573496604611673,-23.17441375076581,39.43426132202149,2019-12-26,276.60058784484863,38.097455177413615,-77.03824758957788,1,0,ASC,2658274.4166666665,101903.1474609375,278.9248396555583,5.3354211123253975e-08,-0.4228607813517253,0.7069534858067831,-30.88554810139204,0.8237684574561914,"{""type"":""Point"",""coordinates"":[-77.03824758957788,38.09745517741361]}",6.46,13.39,2.95,0.32,0.0,8.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_1_493,-29.40037937950027,1.0248974904979935,-28.686165838121763,40.22253036499024,2019-12-26,276.97640164693195,37.96635992232168,-76.853978656433,1,0,ASC,2725836.25,101939.5224609375,279.1321964263916,5.3354211123253975e-08,-0.4312429428100586,0.7399531602859497,-30.23353063715112,0.8564468197971453,"{""type"":""Point"",""coordinates"":[-76.853978656433,37.96635992232168]}",6.46,13.39,2.95,0.32,0.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_33,-35.2169079288362,1.310236035105347,-26.87829290697584,35.522926330566406,2020-01-02,272.54408836364746,39.36853550007995,-76.01059248597983,1,0,ASC,2210747.6666666665,101210.6796875,276.6591053009033,6.966292100211527e-07,1.3555525143941245,1.5006879170735676,42.09110619960551,2.022272692722432,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",2.81,7.39,-1.89,1.53,0.0,6.64,12,4.761522288062622,7.3947643979057585,164.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_33,-35.2169079288362,1.310236035105347,-26.87829290697584,35.522926330566406,2020-01-02,272.54408836364746,39.36853550007995,-76.01059248597983,1,0,ASC,2210747.6666666665,101210.6796875,276.6591053009033,6.966292100211527e-07,1.3555525143941245,1.5006879170735676,42.09110619960551,2.022272692722432,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",2.81,7.39,-1.89,1.53,0.0,6.64,12,4.761522288062622,7.3947643979057585,164.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_133,-28.96736872359564,1.2343058511306342,-23.46855011426973,34.97744369506836,2020-01-02,273.0651658376058,39.15744350954389,-76.0593068740037,1,0,ASC,2112293.6666666665,101179.5546875,277.57642300923663,6.966292100211527e-07,1.2986677487691245,1.9008750915527344,34.340681518195304,2.30214335682613,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",4.2,8.74,-0.88,2.25,0.01,6.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_133,-28.96736872359564,1.2343058511306342,-23.46855011426973,34.97744369506836,2020-01-02,273.0651658376058,39.15744350954389,-76.0593068740037,1,0,ASC,2112293.6666666665,101179.5546875,277.57642300923663,6.966292100211527e-07,1.2986677487691245,1.9008750915527344,34.340681518195304,2.30214335682613,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",4.2,8.74,-0.88,2.25,0.01,6.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_139,-38.14728604987729,1.5952819476744646,-23.91256674438447,34.090145111083984,2020-01-02,273.72686831156415,39.03327481911461,-76.18847968650985,1,0,ASC,2295488.25,101349.34635416669,277.96460660298663,6.966292100211527e-07,1.3981550534566245,2.319535573323568,31.08046769924496,2.708335804404577,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",4.2,8.74,-0.88,2.25,0.01,6.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_139,-38.14728604987729,1.5952819476744646,-23.91256674438447,34.090145111083984,2020-01-02,273.72686831156415,39.03327481911461,-76.18847968650985,1,0,ASC,2295488.25,101349.34635416669,277.96460660298663,6.966292100211527e-07,1.3981550534566245,2.319535573323568,31.08046769924496,2.708335804404577,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",4.2,8.74,-0.88,2.25,0.01,6.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_159,-37.78480515864272,1.52739985648329,-24.73799182202299,35.807979583740234,2020-01-02,272.6630662282308,39.54521501686321,-75.998506866675,1,0,ASC,2257318.6666666665,101285.9296875,276.8199939727783,6.966292100211527e-07,1.4239932696024578,1.4208946228027344,45.06240643580078,2.011640713691892,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}",2.81,7.39,-1.89,1.53,0.0,6.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_159,-37.78480515864272,1.52739985648329,-24.73799182202299,35.807979583740234,2020-01-02,272.6630662282308,39.54521501686321,-75.998506866675,1,0,ASC,2257318.6666666665,101285.9296875,276.8199939727783,6.966292100211527e-07,1.4239932696024578,1.4208946228027344,45.06240643580078,2.011640713691892,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}",2.81,7.39,-1.89,1.53,0.0,6.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_192,-28.16485662850354,1.0833597348341748,-25.9976956156808,34.43656539916992,2020-01-02,272.92608706156415,39.39199763548393,-76.21323492350629,1,0,ASC,2244728.9166666665,101244.47135416669,277.17066129048663,6.966292100211527e-07,1.331789493560791,1.5704714457194011,40.29857503128257,2.0591366678729446,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",2.81,7.39,-1.89,1.53,0.0,6.64,12,6.019135026554636,7.167826086956521,95.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_192,-28.16485662850354,1.0833597348341748,-25.9976956156808,34.43656539916992,2020-01-02,272.92608706156415,39.39199763548393,-76.21323492350629,1,0,ASC,2244728.9166666665,101244.47135416669,277.17066129048663,6.966292100211527e-07,1.331789493560791,1.5704714457194011,40.29857503128257,2.0591366678729446,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",2.81,7.39,-1.89,1.53,0.0,6.64,12,6.019135026554636,7.167826086956521,95.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203_1_250,-27.696394700683435,0.8828957929004783,-31.36994753332733,34.66736602783203,2020-01-02,276.62262026468915,37.71258471480023,-75.77961592134223,1,0,ASC,2593243.083333333,101506.88802083331,280.97779019673663,6.966292100211527e-07,2.538454532623291,3.3387413024902344,37.24583143334743,4.1941560413449,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",8.35,10.59,5.67,5.24,1.11,9.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
