system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day,num_ships_near_point,closest_ship_distance_km,avg_ship_speed,Towing,Dredging_or_underwater_ops,Other_Special_category,Cargo,Pleasure_craft_yachts,Passenger,Tug,Tanker,Fishing,Search_and_rescue_vessel,Cargo_hazardous_A,Unknown_0,Cargo_hazardous_B,Sailing,Cargo_unspecified,Port_tender,Unknown_38,Law_enforcement_vessel,High_speed_craft_HSC,Cargo_hazardous_C,Spare_local_use,Unknown_12,Military_operations,Tanker_hazardous_types_A_to_D,Anti_pollution_equipment,Tanker_hazardous_types_A_to_D.1,Pilot_vessel,Cargo_hazardous_D,Unknown_66,Tanker_unspecified,Undefined_Unknown,Wing_in_ground_WIG_hovercraft_hydrofoils,Unknown_87,Tanker_hazardous_types_A_to_D.2,Unknown_94,Unknown_95,Unknown_49,Towing_length_gt_200m_or_width_gt_25m,Passenger_hazardous_cargo,Unknown_255,Tanker_hazardous_types_A_to_D.3,Unknown_77,Unknown_96,Unknown_2,Unknown_18,Noncombatant_ship_military_support,Unknown_97,Unknown_10,Unknown_39
85_1_18,-31.98866186802745,1.3446759644925743,-23.78912296547121,41.560089111328125,2018-01-05,258.20805104573566,37.53860754166686,-76.49621239316409,1,0,ASC,2248053.833333333,101500.81868489584,266.34217834472656,0.0006315488475624,6.280488967895508,-3.036351958910624,115.801811424305,6.975956916025039,"{""type"":""Point"",""coordinates"":[-76.49621239316409,37.53860754166686]}",-6.84,-3.59,-8.87,6.01,0.0,9.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85_1_192,-35.04130267767173,1.5099954663780326,-23.20623038804477,44.69080352783203,2018-01-05,255.4060490926107,39.39199763548393,-76.21323492350629,1,0,ASC,2078877.75,101197.90201822916,263.6598052978516,0.000395452986962,6.788220087687175,-3.066076080004374,114.30755183488496,7.448540426637601,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",-10.8,-8.9,-12.65,5.49,0.02,8.79,2,6.0755177927425645,7.742857142857142,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85_1_290,-30.866720812645983,1.3711974381431664,-22.51077777277994,43.94095230102539,2018-01-05,255.5510686238607,38.73392230176207,-76.24842717678327,1,0,ASC,1575010.4166666667,101502.2353515625,265.1309967041016,0.0005888411882583,8.980318069458008,-4.3361566464106245,115.7736256315806,9.972380211907538,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",-8.86,-6.15,-10.36,6.1,0.0,9.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86_1_155,-30.466955847533534,1.236908158524528,-24.63154247755685,39.90116882324219,2018-01-12,284.093163172404,39.27013844854375,-75.14868522138924,1,0,ASC,731307.75,101507.62727864584,284.6348342895508,0.0032417029762494,-1.07067608833313,6.277905384699504,-9.678486714049429,6.36855111507848,"{""type"":""Point"",""coordinates"":[-75.14868522138924,39.27013844854375]}",12.39,16.12,9.35,5.27,17.23,1.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_1_41,-27.055937590380225,1.2110319906173237,-22.34122450934468,40.67198181152344,2018-01-24,271.6414031982422,39.33518587725137,-75.00825585474045,1,0,ASC,2143668.9166666665,101252.5751953125,278.4684352874756,0.0005129103215277,4.711322029431661,-1.118513107299805,103.35531569716476,4.842274964952892,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}",2.41,6.49,-1.81,3.87,0.0,7.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_1_155,-30.91214543898344,1.3961199597172569,-22.14146801915488,39.9057731628418,2018-01-24,271.5244598388672,39.27013844854375,-75.14868522138924,1,0,ASC,2090757.4166666667,101283.3251953125,278.4270127614339,0.0004745733590662,5.101336677869161,-1.248111089070638,103.7481131419404,5.251801328271497,"{""type"":""Point"",""coordinates"":[-75.14868522138924,39.27013844854375]}",2.41,6.49,-1.81,3.87,0.0,7.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_1_192,-31.15918204826345,1.4077034746648385,-22.1347624759413,34.438472747802734,2018-01-24,270.6928354899089,39.39199763548393,-76.21323492350629,1,0,ASC,1904437.4166666667,101263.0751953125,277.6689561208089,0.0004926385334869,4.056699633598328,-1.1654287974039714,106.02856249046395,4.220786206271916,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",1.68,5.23,-1.28,3.08,0.0,6.92,12,6.021348918764493,7.846835443037977,65.0,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_1_250,-29.09941495096008,1.1623988883454983,-25.03393219205393,34.66923141479492,2018-01-24,274.6025848388672,37.71258471480023,-75.77961592134223,1,0,ASC,3018629.083333333,101503.9501953125,279.45810000101727,0.00076985352752,3.537209073702494,-2.778587977091471,128.15073894178548,4.498043927922507,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",5.1,6.88,2.92,4.14,0.1,11.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_1_353,-26.144347381434248,0.9526444513867008,-27.443971718281325,37.729942321777344,2018-01-24,273.2530568440755,38.09823983370037,-75.31005489957126,1,0,ASC,2879138.75,101455.49186197916,280.1102809906006,0.0008046452553808,3.864886482556661,-1.844424565633138,115.51169282984122,4.282434996746616,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}",5.35,6.64,2.86,5.39,0.02,7.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_1_398,-29.79416203570802,1.125609640519056,-26.46935577236967,32.06235885620117,2018-01-24,274.7078908284505,36.94709711009913,-76.04567074652736,1,0,ASC,3306471.833333333,101554.03352864584,281.0578721364339,0.000408930018717,3.809344490369161,-1.919253667195638,116.74023598745516,4.2655175635964495,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",5.59,9.52,2.71,2.57,0.1,12.95,55,0.054285624774998,3.393113822497075,237.0,,3839.0,299.0,267.0,21.0,,,180.0,,,,,,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_11,-28.53516662592805,1.0515013487181446,-27.137546386140595,45.00407409667969,2018-01-29,274.7889397939046,39.68334252710496,-76.19965432641052,1,0,ASC,1404607.9166666667,100943.517578125,278.01123174031574,0.0004036647578071,-1.1235062678654988,-1.738894780476888,-147.1333499604683,2.070270849793048,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",3.11,7.66,0.22,2.2,0.58,6.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_133,-27.093228492293395,1.221444891899853,-22.181294196705178,45.15446853637695,2018-01-29,276.5510654449463,39.15744350954389,-76.0593068740037,1,0,ASC,758930.1666666666,101855.267578125,278.83642705281574,0.0012639606371512,-2.101737062136332,-3.0600414276123047,-145.5174404034908,3.712297431114728,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",4.29,7.51,1.31,3.16,2.39,6.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_288,-33.60091677403072,1.3787704167140973,-24.370204326046423,40.94430541992188,2018-01-29,278.796589533488,37.79036403587877,-76.67156515004218,1,0,ASC,405323.3333333333,101683.892578125,278.97631963094074,0.0097201987169673,-1.1415523290634155,-2.292239507039388,-153.52635381423266,2.5607623235322494,"{""type"":""Point"",""coordinates"":[-76.67156515004218,37.790364035878774]}",5.01,7.74,1.99,0.98,9.75,3.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_290,-33.81044607935631,1.4167567761774147,-23.864679278669897,43.93861770629883,2018-01-29,277.1712640126546,38.73392230176207,-76.24842717678327,1,0,ASC,497903.1666666667,101980.267578125,278.7591158548991,0.0048753250390281,-2.641877849896749,-4.032290776570638,-146.76796912044654,4.820672928190804,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",4.92,6.82,2.14,3.34,6.67,3.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_313,-29.42532470228448,1.2163338474841414,-24.19181605703703,44.63413619995117,2018-01-29,275.9742425282796,39.38696392935898,-76.22444844690204,1,0,ASC,1086465.6666666667,101926.97591145831,278.6043306986491,0.000682350465406,-1.6849483251571655,-2.7210521697998047,-148.2331000327587,3.20049617547376,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",3.11,7.66,0.22,2.2,0.58,6.17,14,5.686653918385513,8.358571428571429,58.0,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_438,-28.003761030596035,1.1648214815136313,-24.04124707093009,43.8453483581543,2018-01-29,275.698689142863,39.38341433265008,-76.39936747439695,1,0,ASC,1142146.25,101505.93424479169,278.43847783406574,0.000591418457527,-1.4400549332300825,-2.532066980997721,-150.3719400277872,2.9129231721724502,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",3.11,7.66,0.22,2.2,0.58,6.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_456,-30.749448858922865,1.3093081437757998,-23.48526510363497,41.97383499145508,2018-01-29,278.2252190907796,38.41584522565482,-76.59718250472905,1,0,ASC,476956.4166666667,101635.767578125,278.95996220906574,0.0057105015963306,-1.8233760595321653,-3.091189702351888,-149.4652507698651,3.588893148367809,"{""type"":""Point"",""coordinates"":[-76.59718250472905,38.41584522565482]}",4.75,7.48,2.07,1.35,3.7,3.53,1,0.0973404015129645,3.2888888888888888,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_480,-30.23312662308092,1.3342337463534524,-22.65954275681456,39.43344497680664,2018-01-29,279.326374689738,38.097455177413615,-77.03824758957788,1,0,ASC,412242.9166666667,101609.68424479169,279.59204228719074,0.0069121009670188,-1.2684240738550825,-2.190432866414388,-149.9259569244522,2.5311846581005257,"{""type"":""Point"",""coordinates"":[-77.03824758957788,38.09745517741361]}",5.01,7.74,1.99,0.98,9.75,3.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_1_493,-30.46193109645396,1.3571255638690327,-22.445919454652348,40.22173690795898,2018-01-29,279.368855158488,37.96635992232168,-76.853978656433,1,0,ASC,408411.75,101622.97591145831,279.5301119486491,0.007816582514593,-1.3250240087509155,-2.360069910685221,-150.68865501955852,2.7065880009872383,"{""type"":""Point"",""coordinates"":[-76.853978656433,37.96635992232168]}",5.01,7.74,1.99,0.98,9.75,3.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_1_33,-31.79600693321406,1.4346238927723456,-22.1633050260788,35.52566909790039,2018-02-05,268.7217655181885,39.36853550007995,-76.01059248597983,1,0,ASC,3041021.25,101220.71549479169,273.52114232381183,0.0039254522864979,3.065284093221029,-2.366331100463867,127.66734159906169,3.872400992817816,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",-3.42,-1.66,-6.48,3.12,0.0,14.21,14,4.742403048884974,2.1931506849315063,831.0,,180.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_1_41,-30.0404799794452,1.3109746461474228,-22.91461552496498,40.672794342041016,2018-02-05,270.7293338775635,39.33518587725137,-75.00825585474045,1,0,ASC,3206625.75,101211.75716145831,275.3691240946452,0.007288475332902,3.707699457804362,-1.8358135223388672,116.34164407573267,4.137299428154191,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}",-1.36,1.14,-4.81,4.08,0.01,13.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_1_174,-26.176681059153218,1.1604586184965042,-22.55718613479544,33.481170654296875,2018-02-05,270.17676226298016,38.44010665176987,-76.15474780086846,1,0,ASC,3482574.5,101507.46549479169,274.5600420633952,0.00154678209821,4.453630447387695,-3.7087790171305337,129.78597938899333,5.7956764885392325,"{""type"":""Point"",""coordinates"":[-76.15474780086846,38.44010665176987]}",-0.72,1.23,-2.78,3.82,0.03,14.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_1_353,-29.311453566996647,1.046725910195084,-28.002988443778666,37.73084259033203,2018-02-05,272.3988488515218,38.09823983370037,-75.31005489957126,1,0,ASC,3508197.4166666665,101376.96549479169,276.9536781311035,0.0041172774180731,3.417823155721029,-1.380776087443034,111.99835560610592,3.686198275654383,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}",2.39,3.61,1.05,6.46,0.01,14.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_1_438,-26.28813745596064,1.1623564240865698,-22.6162448206186,33.37995529174805,2018-02-05,267.9191125233968,39.38341433265008,-76.39936747439695,1,0,ASC,3161919.4166666665,100878.548828125,273.0973955790202,0.0028258369286816,3.057715733846029,-2.4482809702555337,128.6838898431252,3.9171041878312254,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",-3.42,-1.66,-6.48,3.12,0.0,14.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90_1_102,-24.531421461429403,1.1044505344758155,-22.211426130616424,38.89490509033203,2018-02-17,272.8924598693848,38.405178497515976,-75.15427952171069,1,0,ASC,3465125.25,102334.12353515624,278.5747235616048,0.0005436229734693,-0.8876691261927286,-2.381227691968282,-159.55565515285627,2.541299234366617,"{""type"":""Point"",""coordinates"":[-75.15427952171069,38.405178497515976]}",3.55,5.42,1.75,3.83,15.64,9.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90_1_355,-27.811675363823355,1.1580371636224422,-24.016220063979627,33.94966506958008,2018-02-17,274.5775184631348,37.5492397986249,-75.86663133426741,1,0,ASC,2935933.083333333,102326.95686848958,279.0719566345215,0.0016967800661002,-1.6359601418177288,-5.320904612541199,-162.9094819812618,5.566721789471654,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",5.25,6.33,3.88,4.46,6.69,9.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90_1_497,-31.667327786023066,1.3061580586031454,-24.24463683965576,30.63635635375977,2018-02-17,267.69657770792645,39.472392966361205,-76.88276342017048,1,0,ASC,2690847.833333333,100194.54020182292,274.6420249938965,0.0008845242110713,0.1891944805781046,-0.3282695213953654,150.04348129421066,0.3788870942092922,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",-0.87,2.98,-4.4,2.4,10.28,9.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_1_11,-25.04885788841313,0.9486191255025076,-26.405600746394523,45.01008224487305,2018-02-22,281.0032666524251,39.68334252710496,-76.19965432641052,1,0,ASC,894894.4166666666,101971.10172526042,282.59467124938965,0.0030382508927469,-1.0719273885091145,-2.1549790700276694,-153.55337834514276,2.406857519358653,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",7.5,10.54,3.52,3.03,2.87,2.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_1_31,-26.91329784040041,1.1664540332416935,-23.072746180666584,39.42393493652344,2018-02-22,289.8285433451335,37.32722945812118,-76.8763935436474,1,0,ASC,1829338.75,102755.01839192708,291.84068361918133,1.662555648736704e-05,1.4696578979492188,2.122934341430664,34.69395162069295,2.582003980444292,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",16.99,22.9,8.35,0.76,0.38,6.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_1_237,-27.14309131241862,1.2055141650848558,-22.515779655320785,37.70253753662109,2018-02-22,289.9185498555501,37.2940855341036,-77.19527021296507,1,0,ASC,1679735.75,102678.01839192708,291.98472658793133,2.485968981040069e-05,1.293164571126302,2.1505425771077475,31.019340797637096,2.509403910088909,"{""type"":""Point"",""coordinates"":[-77.19527021296507,37.29408553410361]}",17.81,23.91,11.35,0.84,0.35,6.0,6,1.862845880960465,7.67375,58.0,,,28.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_1_250,-30.32069451248975,1.219707143909888,-24.858995590772608,45.10548400878906,2018-02-22,286.7019157409668,37.71258471480023,-75.77961592134223,1,0,ASC,1813996.6666666667,102908.64339192708,287.52924156188965,0.0004709625821694,2.4539515177408853,3.273080825805664,36.86027166204729,4.090835629022448,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",12.11,14.91,6.56,3.44,0.72,5.68,1,0.1684419076422678,3.315873015873016,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_1_355,-30.7929518918486,1.3670901507217137,-22.524448644145668,44.55716323852539,2018-02-22,285.5396436055501,37.5492397986249,-75.86663133426741,1,0,ASC,2040418.8333333333,102914.51839192708,286.28729820251465,0.0001818179668372,3.6428146362304688,4.613392512003581,38.29523272212479,5.8782215800142845,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",12.11,14.91,6.56,3.44,0.72,5.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_1_440,-28.14002289907871,1.225212621370798,-22.96746083760952,41.40802764892578,2018-02-22,289.3909619649251,37.64830399387009,-76.5517764640962,1,0,ASC,1544324.9166666667,102689.10172526042,291.093287785848,0.0001826052448536,1.6641159057617188,1.848581314086914,41.993936779871056,2.487274537038573,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}",14.51,19.29,6.61,2.15,0.46,6.98,1,0.8070829679386143,7.899999999999998,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_41,-28.488644990250663,1.1102586940860792,-25.65946580017676,40.66954803466797,2018-03-01,278.9408569335937,39.33518587725137,-75.00825585474045,1,0,ASC,2406792.0,100966.3076171875,283.1999804178874,5.1723110108999513e-05,0.444983164469401,1.3724244435628254,17.96432464940815,1.4427608498812037,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}",8.54,12.57,5.46,2.18,18.99,5.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_102,-27.19433930303057,1.168532748601408,-23.27220981660882,38.893985748291016,2018-03-01,280.06178792317706,38.405178497515976,-75.15427952171069,1,0,ASC,2053959.5833333333,101015.01595052084,284.1668586730957,0.0001364896073236,0.833166758219401,1.7833131154378254,25.042057097972485,1.9683425806231976,"{""type"":""Point"",""coordinates"":[-75.15427952171069,38.405178497515976]}",8.18,9.28,7.37,2.52,10.79,5.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_265,-23.392368480853943,0.927535887724374,-25.219906626195367,31.948715209960938,2018-03-01,280.44557698567706,38.18102449592077,-76.354758736145,1,0,ASC,1609438.0,100959.97428385416,283.5418586730957,0.0004354031755819,0.950232187906901,2.749296188354492,19.066553730985927,2.9088779180699342,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",9.44,11.07,8.27,1.61,4.13,4.85,1,3.5510512413028925,19.55454545454545,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_272,-27.73573402233484,0.9389162612132408,-29.54015727291325,36.8928108215332,2018-03-01,280.67466227213544,37.86514845478911,-75.41423473678624,1,0,ASC,2010453.1666666667,101079.01595052084,283.6236457824707,0.0006842486870084,1.2621625264485676,2.217802047729492,29.644426377190182,2.551803316496818,"{""type"":""Point"",""coordinates"":[-75.41423473678624,37.8651484547891]}",9.64,11.8,7.99,2.23,12.34,3.44,2,0.1441234712751861,5.184210526315789,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_290,-29.722131192748577,1.2584442448333673,-23.618154967750783,33.33982849121094,2018-03-01,280.0267944335937,38.73392230176207,-76.24842717678327,1,0,ASC,1806651.5,101009.47428385416,283.3597297668457,0.0002265863740736,0.765295664469401,2.425199508666992,17.51360567867689,2.5430827967044807,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",9.56,12.39,7.54,1.53,3.9,4.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_353,-31.48645142229825,1.1191763818092106,-28.133591750210684,37.72751235961914,2018-03-01,280.62721761067706,38.09823983370037,-75.31005489957126,1,0,ASC,1993849.5,101058.76595052084,284.2583300272624,0.0002827401582692,0.860754648844401,1.7519817352294922,26.16504511738501,1.9520088539975915,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}",8.62,9.26,8.24,2.33,11.55,5.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_376,-31.29500505140033,1.0614067240411726,-29.484460897561053,36.9871826171875,2018-03-01,280.67466227213544,37.91178868352463,-75.40746553928166,1,0,ASC,2010453.1666666667,101079.01595052084,283.6236457824707,0.0006842486870084,1.2621625264485676,2.217802047729492,29.644426377190182,2.551803316496818,"{""type"":""Point"",""coordinates"":[-75.40746553928166,37.91178868352463]}",9.64,11.8,7.99,2.23,12.34,3.44,3,0.3484194695158052,1.010951526032316,,,,,,,,,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_398,-30.23244677329744,1.365629937450057,-22.138096086080484,32.05976486206055,2018-03-01,283.12900797526044,36.94709711009913,-76.04567074652736,1,0,ASC,1203636.6666666667,101088.8076171875,284.976998647054,0.0052523187050515,0.4433555603027344,2.1226685841878257,11.79759438956227,2.1684755177657182,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",11.64,13.76,9.62,1.88,11.02,3.23,80,0.119456137779215,3.989539049438739,276.0,,4985.0,678.0,383.0,,,,489.0,,,10.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_438,-25.92072514978888,1.0674931092115107,-24.281866483367622,33.376102447509766,2018-03-01,279.08888753255206,39.38341433265008,-76.39936747439695,1,0,ASC,1814211.5,100417.14095052084,282.540475209554,0.0002102863663727,0.0687217712402343,0.8572063446044922,4.583568826625638,0.8599566262740177,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",8.7,12.34,6.24,1.64,16.45,4.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_1_497,-22.205190045204013,0.8533275190594741,-26.02188438699161,30.63589859008789,2018-03-01,278.55535888671875,39.472392966361205,-76.88276342017048,1,0,ASC,1610798.5,98784.3076171875,282.2117805480957,0.0003984557464017,-0.0896441141764323,0.4946575164794922,-10.271922016652155,0.5027147559164504,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",8.53,11.56,6.14,2.2,13.62,4.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93_1_11,-22.95171579322534,0.8226644994260196,-27.89924180420932,45.00918197631836,2018-03-06,268.94725545247394,39.68334252710496,-76.19965432641052,1,0,ASC,4329951.560262044,100530.58642578124,275.1048336029053,4.769985874286675e-06,-0.1012724637985229,-0.0008265574773152,-90.46762171741294,0.1012758368076336,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",1.94,7.99,-3.53,1.78,6.6,9.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93_1_133,-28.521438650177725,1.1244705545387008,-25.364326824794684,45.15936279296875,2018-03-06,270.0796610514323,39.15744350954389,-76.0593068740037,1,0,ASC,4243255.810262044,101520.54475911458,276.4869136810303,7.886191208950066e-06,-0.4718779325485229,-0.4234339793523152,-131.90283351837172,0.6340071908869847,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",2.58,8.65,-2.64,2.42,9.36,9.18,1,5.401355450633465,0.0015837104072398,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93_1_139,-31.357172950459304,1.2137480620065184,-25.83499321813204,44.49187469482422,2018-03-06,270.5239969889323,39.03327481911461,-76.18847968650985,1,0,ASC,4521931.476928711,101700.66975911458,276.8973954518636,1.480467617491025e-05,-0.942031741142273,-0.5563278595606486,-120.564471555309,1.0940404419594711,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",2.58,8.65,-2.64,2.42,9.36,9.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93_1_192,-26.5495862482562,1.112311422347624,-23.86884258746631,44.693756103515625,2018-03-06,270.0559794108073,39.39199763548393,-76.21323492350629,1,0,ASC,4580686.726928711,101565.46142578124,276.1453609466553,9.281312425724051e-06,-0.3282215197881062,-0.2923711538314819,-131.69381479045265,0.4395568878367921,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",1.94,7.99,-3.53,1.78,6.6,9.18,9,6.033449228271949,8.246268656716417,45.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93_1_239,-27.124984180232588,1.1915814738944908,-22.76385188465458,44.56624603271485,2018-03-06,271.3185119628906,37.95935169625495,-75.94619901488262,1,0,ASC,4662277.310262044,101797.71142578124,277.3182938893636,4.792337616077447e-06,-0.6735584338506063,-0.1195195913314819,-100.06211554812144,0.6840803289989605,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",3.95,7.42,1.16,2.82,13.06,10.52,6,0.6699938051406364,7.483257918552036,170.0,,,,25.0,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
